-22.5082;-43.1755;12.0
-21.1287;-56.4835;10.7
-10.9960;-68.7546;1.3
-34.9092;-54.9576;6.6
4.4831;-61.1393;4.6
-22.7865;-42.4293;-5.9
-22.7759;-43.3610;10.9
-16.3539;-48.9294;11.1
-22.7106;-43.3269;-5.7
-19.6302;-43.9649;7.3
-6.2659;-35.2103;-2.3
-23.2238;-45.8606;-2.5
-22.8083;-43.4148;12.6
-20.1244;-40.3052;1.6
-10.8217;-42.7266;3.6
-25.5042;-48.5145;29.6
-29.7126;-57.0872;8.8
-4.3752;-70.0273;7.1
