70.9333;-8.6667;-9.6
79.7833;14.4667;-0.2
77.0;15.5;-2.6
78.2333;22.7833;-2.9
78.9167;11.9333;-0.7
78.25;15.4667;-1.4
69.6;17.8333;2.6
69.2833;17.7667;2.1
78.6556;16.3603;-1.6
69.6833;18.9167;2.1
69.65;18.9333;2.1
69.6522;18.9056;2.5
74.5167;19.0167;-1.6
70.25;19.5;3.1
69.3861;20.2594;2.7
69.8333;21.8833;2.1
69.7833;20.9667;2.3
69.0;23.0333;-1.8
69.9833;23.3667;1.0
71.1;24.0;1.9
69.3667;24.4333;-1.9
69.5794;23.5344;-3.0
70.0667;24.9833;0.9
76.5;25.0667;-1.2
69.4667;25.5;0.0
71.0167;25.9833;1.2
71.0333;27.8333;-0.2
71.0833;28.2333;0.0
70.8667;29.0333;0.3
70.7;30.0833;0.4
70.35;31.05;1.0
70.3667;31.1;1.3
65.2;11.0;5.6
68.3678;15.9428;3.1
65.7;11.85;5.0
66.9033;13.6458;5.4
65.9667;12.4667;6.3
65.8269;12.4314;5.0
64.1586;12.4692;3.5
65.1661;13.3667;2.2
65.6214;13.2892;3.9
66.1317;13.5867;2.0
68.15;13.6167;3.5
67.4047;13.8956;4.5
66.3961;14.5306;1.9
66.3333;14.1;3.7
66.4992;14.9539;1.5
67.2667;14.3667;4.4
68.6067;14.4331;3.6
67.1656;15.4856;4.1
68.15;14.65;3.6
68.25;14.6667;3.3
68.5833;15.0167;3.3
68.8025;16.5372;2.6
68.4319;17.6622;2.4
68.4667;17.5;2.6
68.7817;19.7017;-0.9
68.75;23.5333;-1.9
62.3333;5.2667;6.5
62.5667;6.1167;8.4
62.8667;6.5333;7.5
62.75;7.2667;7.6
62.2333;7.4167;10.7
63.85;8.4667;6.6
62.2581;8.1997;3.6
62.0719;9.1161;1.9
63.3153;9.8494;5.4
62.1167;9.2833;-1.0
62.2206;9.5422;-0.3
64.1667;9.4167;6.3
63.7;9.6;7.1
63.9658;10.2156;6.0
62.1281;9.9947;1.3
62.9533;10.1786;5.1
62.9761;10.5606;6.7
63.4106;10.4539;6.7
64.4;10.45;6.5
63.4881;10.8794;7.0
63.4667;10.9333;7.4
63.5656;10.6939;5.9
63.2247;11.0075;6.0
64.7419;12.8458;3.7
64.8333;11.15;5.8
62.6797;11.8167;-0.1
62.5833;11.35;2.0
64.4667;11.5833;6.2
64.5308;12.3836;4.3
63.4114;11.7275;5.7
61.2042;2.2686;7.6
61.5667;4.6833;6.0
61.2928;5.0444;6.1
61.5833;5.0333;6.4
60.5206;5.7247;7.4
60.6469;6.1106;5.2
60.3833;5.3333;6.9
61.0333;5.3833;6.7
60.8561;5.9731;5.0
60.3886;5.9639;3.2
60.3578;6.2747;5.3
61.4231;6.7642;2.8
60.4083;7.2797;2.3
60.3186;6.6539;8.2
60.6569;7.2769;-1.1
61.15;7.1333;3.9
60.1839;7.4814;-2.5
60.8547;8.5931;2.2
62.0161;7.6636;1.4
61.6778;8.3728;-7.1
61.2506;8.9228;-1.4
61.5667;8.0;-3.5
60.9833;9.2333;3.2
61.0;9.3;4.2
61.1219;9.0631;2.1
60.5669;9.1336;3.8
60.9333;10.0333;0.7
61.65;10.1167;-1.4
60.7003;10.8683;2.5
60.7733;10.8056;2.9
60.8178;11.0694;2.5
60.8008;11.0975;3.0
60.6139;12.0122;2.5
61.8833;12.05;0.6
59.3;4.8833;5.6
59.35;5.2167;6.8
59.0703;5.4119;5.8
58.7606;5.6506;6.1
59.4381;5.0781;5.7
58.9569;5.73;7.0
60.0167;5.2058;6.3
59.0508;6.1211;5.5
59.1597;6.0364;7.9
59.65;6.3667;4.7
58.1167;6.5667;5.5
58.0244;7.4517;5.2
58.9228;6.9094;2.5
57.9833;7.05;4.9
59.2017;7.5328;2.7
59.4969;8.1992;1.5
58.0667;8.05;5.1
58.87;9.0264;3.9
59.8333;8.1833;-0.6
58.2;8.0833;5.4
59.0333;8.5167;3.5
58.65;8.6333;3.5
59.6606;10.7819;3.6
58.34;8.5225;5.0
58.4;8.8;5.2
59.9708;11.0383;3.6
58.6333;9.15;4.7
60.1903;12.0067;3.0
60.1664;10.2478;3.9
60.0433;9.1467;3.1
59.6244;9.6375;3.4
59.1833;9.5667;4.1
58.9686;10.1478;4.8
59.7536;10.1236;4.6
59.2297;10.3481;4.4
59.0333;10.5333;4.5
59.9119;11.58;3.2
59.8558;10.4344;2.9
59.9833;10.6833;0.6
59.95;10.7167;3.8
59.2856;11.1147;-2.8
59.15;10.8333;4.0
56.08;13.2;4.7
67.8167;20.3333;-2.7
67.15;20.65;-2.1
68.45;22.5;-1.9
67.7667;22.35;-0.8
67.2167;23.4;0.2
66.95;17.75;-2.7
64.9667;17.7;2.1
65.8667;20.1333;-0.4
65.55;22.1333;-0.3
65.8333;24.15;0.8
65.8236;24.1114;0.5
63.1833;14.5;2.2
63.05;17.7667;-1.2
63.4;18.9667;-2.4
63.4333;19.6833;-0.5
63.8;20.2833;0.4
63.8069;20.8644;0.6
64.6333;21.0833;0.5
62.0333;14.3667;4.1
61.7;17.5333;1.9
62.5333;17.45;-1.5
61.4486;17.1639;1.8
59.6667;12.5833;2.9
59.36;13.47;3.0
59.3667;13.4667;3.0
60.6167;15.6667;2.3
60.4333;15.5167;3.3
60.6;16.95;3.0
59.5833;16.6333;3.8
59.8833;17.6;3.3
59.65;17.95;2.8
59.35;17.95;3.5
60.3822;15.1406;0.4
59.1789;17.9128;2.9
59.05;16.4;3.8
59.9097;16.6878;3.1
59.5667;18.1;3.5
59.8322;18.6347;3.6
59.7536;19.4089;2.2
58.9;11.0;4.1
58.1;11.3333;4.2
57.7833;11.8833;4.5
57.7;12.0;5.1
58.4333;12.7;5.2
57.6667;12.3;3.4
57.6667;12.3;4.6
58.45;13.9667;4.8
58.3222;13.0406;4.2
57.7667;14.0833;3.2
57.3;14.1333;3.3
57.7072;16.4586;2.2
58.4;15.5167;3.7
57.5167;15.8333;2.9
57.4;15.8333;2.7
58.5833;16.15;3.6
58.5833;16.15;3.7
58.4;19.2;2.0
58.25;17.0167;3.0
58.3944;19.1978;2.6
57.6667;18.35;2.1
57.5436;18.4253;2.6
58.71;-98.51;-30.1
56.8625;12.6628;5.2
56.6833;12.8333;5.2
56.3;12.85;4.6
56.0333;12.7667;4.7
55.3833;12.8167;5.1
56.9667;13.1;4.6
55.8633;13.6689;3.6
55.4833;14.3167;3.6
56.0167;14.85;2.9
55.5833;13.0167;4.8
55.55;13.3667;3.9
56.85;14.8333;2.5
56.8464;14.8325;2.6
55.9167;14.0833;3.6
56.2667;15.2833;2.3
56.6833;16.3;2.3
56.7333;16.3;1.6
56.9167;18.15;2.7
69.05;20.85;-7.8
61.1167;24.3333;0.6
67.0167;27.2167;-3.4
60.25;24.05;1.0
62.95;26.4;-0.3
64.4833;26.4667;-0.1
68.1697;25.7831;-1.2
67.8167;27.75;-1.3
63.95;22.85;1.5
68.4167;27.4167;-1.6
63.45;24.45;0.5
68.6;23.5833;-1.8
61.2667;25.5167;0.4
62.8;27.9;0.4
61.0333;28.5667;0.5
61.45;29.4667;0.6
62.3333;23.55;0.6
61.9;27.8833;0.3
63.8167;24.1667;0.9
63.7333;25.7167;-0.1
64.1167;28.35;-0.2
60.1833;19.9833;2.1
59.8667;22.2;1.3
67.1667;29.1833;-1.3
59.8167;22.9167;1.2
60.3833;22.1;1.2
59.85;23.25;1.0
61.6333;21.3833;1.1
62.2;21.1667;0.9
61.8333;22.4667;0.8
61.0;24.5;0.9
64.0333;24.7167;0.9
60.3667;23.1167;1.4
59.8167;23.5833;0.9
60.4167;24.4;0.9
60.3833;25.6167;0.9
61.15;21.3;1.2
61.4667;23.75;1.0
61.7;25.5167;0.0
63.15;31.05;-1.1
61.05;25.05;0.2
61.2167;26.05;0.3
62.4167;22.1833;1.1
61.85;24.2833;-0.1
61.8833;26.1;-0.3
62.0667;28.5667;0.5
60.45;22.1833;1.4
60.45;23.65;0.5
60.6467;23.8058;0.7
62.9333;21.1833;1.3
62.9833;20.75;0.5
63.0833;24.2667;0.2
63.15;27.3167;0.4
63.3833;28.6667;-0.5
60.25;20.75;1.8
63.2333;29.2333;0.2
62.55;29.6667;0.3
59.9167;24.35;0.7
60.1;24.9833;0.7
63.3167;30.05;0.2
64.15;25.4333;0.2
63.6667;28.8333;-0.1
64.3;30.1667;-0.8
64.6167;23.9;0.8
69.05;20.7833;-2.6
64.6833;25.1;1.2
65.5667;28.25;-1.1
69.75;27.0333;0.1
68.6167;27.4167;0.1
66.3667;29.3167;-1.1
66.5333;24.65;0.0
66.5833;26.0167;-0.2
66.7167;27.1667;-1.3
67.2833;28.1833;-0.9
68.0833;27.1833;-1.2
68.4333;27.45;-2.1
68.4833;28.3;-1.0
67.75;29.6167;-2.3
68.0667;24.0333;-4.8
67.9667;24.1167;-2.7
67.9667;23.6833;-0.6
67.9833;24.25;-1.5
70.0833;27.95;0.2
69.0667;27.5;0.1
60.3833;22.55;0.9
60.6;24.8;0.5
60.7;26.8167;0.5
60.5333;27.6833;0.3
62.2333;30.35;0.0
62.9333;22.4833;1.8
63.8333;27.2167;-1.0
68.85;28.3;0.7
67.3667;26.65;-0.4
66.8;24.0;0.1
66.5667;25.8333;-0.9
66.5;25.7167;0.1
66.8333;28.6833;-0.8
64.9333;25.3833;1.0
65.7333;24.5167;0.5
65.4167;24.1333;0.4
65.7833;24.5833;0.7
65.4;26.9667;-0.5
66.1667;29.15;-2.9
65.9667;29.1833;-1.6
64.6667;24.4167;1.4
65.0333;24.5667;0.9
65.0333;24.8;1.0
64.9333;25.3667;1.2
65.0;25.4;0.8
65.8471;24.1735;0.5
65.973;26.365;0.0
64.233;27.683;0.6
68.905;27.0304;0.8
64.9333;28.75;-1.3
64.2833;27.6833;0.2
63.7167;23.15;1.7
64.3333;23.6;1.0
63.4333;21.0667;0.4
63.05;21.7667;1.9
63.1;21.5833;1.0
63.1;23.0333;1.5
63.0833;25.8667;0.0
63.0167;27.8;0.2
62.6833;30.95;-0.6
63.75;22.5333;1.4
62.5333;24.2167;0.2
61.4833;21.7833;1.8
62.6667;29.6333;-0.1
62.3338;21.1908;0.9
62.4;25.6833;0.2
61.25;22.35;1.2
62.7667;30.9667;-0.6
61.85;22.4667;0.6
61.5167;23.75;0.9
61.4167;23.5833;0.7
61.85;24.8;0.2
61.8667;24.8167;0.3
61.7333;27.3;0.1
61.95;28.95;0.5
60.6467;23.8058;0.4
60.1167;21.7;1.3
61.4667;21.8;1.5
62.9;27.6333;0.3
60.8903;26.9411;0.3
63.1;21.65;1.7
61.0333;28.1333;0.3
61.05;28.2167;0.7
60.8167;23.5;0.7
60.7167;21.0167;1.1
60.9667;25.6333;0.9
60.9;26.9333;0.2
60.2833;27.1833;0.5
60.1167;19.9;1.9
60.5167;22.2667;1.2
60.3167;24.9667;1.0
60.25;25.05;0.3
60.3667;26.9667;0.2
60.1833;24.95;1.2
59.5;20.35;1.9
59.9667;19.9667;1.6
59.7833;21.3833;1.6
59.7667;22.95;1.3
60.5167;24.65;0.5
59.9333;24.0167;0.7
59.9833;25.6;0.8
60.2;25.6333;0.6
60.2667;26.45;0.3
60.3;19.1333;1.6
60.2031;24.9613;1.2
59.8833;-1.3;7.4
60.1333;-1.1833;6.5
58.95;-2.9;6.4
57.4667;-7.3667;6.2
58.2167;-6.3167;5.6
58.2833;-4.4333;5.4
57.5333;-4.05;5.1
57.8167;-3.9667;5.6
57.2;-3.8333;4.1
57.1167;-3.6333;4.2
57.65;-3.5667;6.4
57.7167;-3.3167;6.2
58.45;-3.0833;6.4
57.2;-2.2167;6.8
57.7;-2.1167;8.4
56.5;-6.8833;5.9
55.4333;-5.7;5.7
56.4167;-5.4667;5.2
54.85;-4.95;6.2
55.5;-4.5833;6.7
55.5167;-4.5833;6.9
55.8667;-4.4333;6.0
55.05;-3.65;6.0
55.7;-2.3833;5.9
55.95;-3.35;6.3
55.3167;-3.2;4.8
56.45;-3.0167;6.3
55.05;-2.55;4.3
56.3833;-2.8667;6.8
54.0833;-4.6333;7.3
54.1167;-3.25;7.2
54.9333;-2.9667;7.0
54.8167;-2.0833;4.6
55.4167;-1.6;6.8
55.0333;-1.7;6.9
54.9667;-1.6167;6.6
54.9833;-1.6;6.6
54.3;-1.5333;7.7
54.1333;-1.4167;8.1
55.0167;-1.4167;8.0
54.5167;-1.4167;7.9
54.2;-1.3833;7.5
54.2047;-1.39;7.9
54.05;-1.25;8.2
54.5667;-0.8667;6.1
54.1;-0.1667;8.6
53.25;-4.5333;7.6
53.25;-3.5;7.5
53.7667;-3.0333;7.1
53.1667;-2.9833;7.9
53.35;-2.2833;7.4
53.8;-1.55;8.3
53.0;-1.25;8.0
52.9667;-0.5667;8.3
53.3069;-0.5481;8.5
53.1667;-0.5167;8.8
53.0333;-0.5;8.6
53.8667;-0.4333;8.5
53.4833;0.0833;8.6
53.0833;-0.1667;8.7
53.0833;0.2667;8.8
52.7833;-4.7333;7.2
52.8;-2.6667;7.7
52.63;-2.3;7.8
52.7333;-0.65;8.5
52.6167;-0.4667;8.4
52.8667;0.15;8.7
52.65;0.5667;8.6
52.6333;1.3;9.2
52.4333;1.35;8.9
52.6833;1.6833;8.9
52.1333;-4.5667;6.9
52.35;-3.95;7.4
52.25;-2.8833;7.1
52.45;-1.7333;8.0
52.2167;-0.4833;8.5
52.3667;0.4833;9.3
